,HomeTeam,AwayTeam
804,standarddeliege,kvmechelen
805,kaagent,krcgenk
806,beerschotac,kvkortrijk
807,sint-truidensevv,oud-heverleeleuven
808,svzulte-waregem,rscanderlecht
809,liersesk,clubbruggekv
810,kvcwesterlo,raecmons
811,ksvcerclebrugge,sportinglokeren
812,rscanderlecht,oud-heverleeleuven
813,standarddeliege,kaagent
814,beerschotac,krcgenk
815,sint-truidensevv,raecmons
816,svzulte-waregem,sportinglokeren
817,liersesk,kvmechelen
818,kvcwesterlo,clubbruggekv
819,ksvcerclebrugge,kvkortrijk
820,clubbruggekv,sint-truidensevv
821,krcgenk,liersesk
822,oud-heverleeleuven,svzulte-waregem
823,sportinglokeren,standarddeliege
824,kvkortrijk,kvcwesterlo
825,kvmechelen,rscanderlecht
826,raecmons,ksvcerclebrugge
827,kaagent,beerschotac
828,rscanderlecht,sportinglokeren
829,standarddeliege,krcgenk
830,sint-truidensevv,kvmechelen
831,svzulte-waregem,raecmons
832,oud-heverleeleuven,clubbruggekv
833,liersesk,kvkortrijk
834,kvcwesterlo,beerschotac
835,ksvcerclebrugge,kaagent
836,clubbruggekv,svzulte-waregem
837,krcgenk,ksvcerclebrugge
838,kaagent,kvcwesterlo
839,beerschotac,liersesk
840,sportinglokeren,sint-truidensevv
841,kvkortrijk,standarddeliege
842,kvmechelen,oud-heverleeleuven
843,raecmons,rscanderlecht
844,rscanderlecht,kvmechelen
845,standarddeliege,sportinglokeren
846,beerschotac,kaagent
847,sint-truidensevv,clubbruggekv
848,svzulte-waregem,oud-heverleeleuven
849,liersesk,krcgenk
850,kvcwesterlo,kvkortrijk
851,ksvcerclebrugge,raecmons
852,rscanderlecht,clubbruggekv
853,standarddeliege,beerschotac
854,sint-truidensevv,kvkortrijk
855,svzulte-waregem,krcgenk
856,oud-heverleeleuven,sportinglokeren
857,kvmechelen,raecmons
858,liersesk,kaagent
859,ksvcerclebrugge,kvcwesterlo
860,clubbruggekv,kvmechelen
861,krcgenk,sint-truidensevv
862,kaagent,svzulte-waregem
863,beerschotac,ksvcerclebrugge
864,sportinglokeren,liersesk
865,kvkortrijk,rscanderlecht
866,raecmons,oud-heverleeleuven
867,kvcwesterlo,standarddeliege
868,clubbruggekv,sportinglokeren
869,rscanderlecht,kaagent
870,standarddeliege,raecmons
871,sint-truidensevv,kvcwesterlo
872,oud-heverleeleuven,kvkortrijk
873,kvmechelen,krcgenk
874,liersesk,ksvcerclebrugge
875,svzulte-waregem,beerschotac
876,krcgenk,oud-heverleeleuven
877,kaagent,sint-truidensevv
878,beerschotac,rscanderlecht
879,sportinglokeren,kvmechelen
880,kvkortrijk,svzulte-waregem
881,raecmons,clubbruggekv
882,kvcwesterlo,liersesk
883,ksvcerclebrugge,standarddeliege
884,clubbruggekv,beerschotac
885,rscanderlecht,krcgenk
886,sint-truidensevv,ksvcerclebrugge
887,svzulte-waregem,kvcwesterlo
888,sportinglokeren,raecmons
889,kvmechelen,kvkortrijk
890,liersesk,standarddeliege
891,oud-heverleeleuven,kaagent
892,standarddeliege,rscanderlecht
893,krcgenk,sportinglokeren
894,kaagent,clubbruggekv
895,beerschotac,sint-truidensevv
896,kvkortrijk,raecmons
897,liersesk,svzulte-waregem
898,kvcwesterlo,oud-heverleeleuven
899,ksvcerclebrugge,kvmechelen
900,clubbruggekv,kvkortrijk
901,rscanderlecht,kvcwesterlo
902,sint-truidensevv,liersesk
903,svzulte-waregem,standarddeliege
904,oud-heverleeleuven,ksvcerclebrugge
905,sportinglokeren,kaagent
906,kvmechelen,beerschotac
907,raecmons,krcgenk
908,standarddeliege,sint-truidensevv
909,krcgenk,clubbruggekv
910,beerschotac,oud-heverleeleuven
911,kvkortrijk,sportinglokeren
912,liersesk,rscanderlecht
913,kvcwesterlo,kvmechelen
914,ksvcerclebrugge,svzulte-waregem
915,kaagent,raecmons
916,clubbruggekv,standarddeliege
917,rscanderlecht,ksvcerclebrugge
918,sint-truidensevv,svzulte-waregem
919,oud-heverleeleuven,liersesk
920,sportinglokeren,kvcwesterlo
921,kvkortrijk,krcgenk
922,kvmechelen,kaagent
923,raecmons,beerschotac
924,standarddeliege,oud-heverleeleuven
925,kaagent,kvkortrijk
926,beerschotac,sportinglokeren
927,sint-truidensevv,rscanderlecht
928,svzulte-waregem,kvmechelen
929,liersesk,raecmons
930,kvcwesterlo,krcgenk
931,ksvcerclebrugge,clubbruggekv
932,clubbruggekv,oud-heverleeleuven
933,krcgenk,svzulte-waregem
934,kaagent,standarddeliege
935,beerschotac,kvcwesterlo
936,sportinglokeren,rscanderlecht
937,kvkortrijk,ksvcerclebrugge
938,kvmechelen,liersesk
939,raecmons,sint-truidensevv
940,clubbruggekv,liersesk
941,rscanderlecht,svzulte-waregem
942,krcgenk,kaagent
943,oud-heverleeleuven,sint-truidensevv
944,sportinglokeren,ksvcerclebrugge
945,kvkortrijk,beerschotac
946,kvmechelen,standarddeliege
947,raecmons,kvcwesterlo
948,standarddeliege,kvkortrijk
949,sint-truidensevv,sportinglokeren
950,svzulte-waregem,clubbruggekv
951,oud-heverleeleuven,kvmechelen
952,liersesk,beerschotac
953,kvcwesterlo,kaagent
954,ksvcerclebrugge,krcgenk
955,rscanderlecht,raecmons
956,clubbruggekv,rscanderlecht
957,krcgenk,kvmechelen
958,kaagent,liersesk
959,beerschotac,standarddeliege
960,sportinglokeren,oud-heverleeleuven
961,kvkortrijk,sint-truidensevv
962,raecmons,svzulte-waregem
963,kvcwesterlo,ksvcerclebrugge
964,rscanderlecht,kvkortrijk
965,standarddeliege,kvcwesterlo
966,sint-truidensevv,krcgenk
967,svzulte-waregem,kaagent
968,oud-heverleeleuven,raecmons
969,kvmechelen,clubbruggekv
970,ksvcerclebrugge,beerschotac
971,liersesk,sportinglokeren
972,krcgenk,standarddeliege
973,kaagent,rscanderlecht
974,beerschotac,svzulte-waregem
975,sportinglokeren,clubbruggekv
976,kvkortrijk,oud-heverleeleuven
977,raecmons,kvmechelen
978,kvcwesterlo,sint-truidensevv
979,ksvcerclebrugge,liersesk
980,clubbruggekv,raecmons
981,rscanderlecht,beerschotac
982,standarddeliege,ksvcerclebrugge
983,sint-truidensevv,kaagent
984,svzulte-waregem,kvkortrijk
985,oud-heverleeleuven,krcgenk
986,kvmechelen,sportinglokeren
987,liersesk,kvcwesterlo
988,standarddeliege,liersesk
989,krcgenk,rscanderlecht
990,kaagent,oud-heverleeleuven
991,beerschotac,clubbruggekv
992,kvkortrijk,kvmechelen
993,raecmons,sportinglokeren
994,kvcwesterlo,svzulte-waregem
995,ksvcerclebrugge,sint-truidensevv
996,kvkortrijk,rscanderlecht
997,beerschotac,sportinglokeren
998,raecmons,oud-heverleeleuven
999,standarddeliege,svzulte-waregem
1000,kvmechelen,sportingcharleroi
1001,clubbruggekv,waasland-beveren
1002,kaagent,liersesk
1003,krcgenk,ksvcerclebrugge
1004,clubbruggekv,krcgenk
1005,standarddeliege,rscanderlecht
1006,beerschotac,kaagent
1007,sportingcharleroi,oud-heverleeleuven
1008,svzulte-waregem,ksvcerclebrugge
1009,sportinglokeren,liersesk
1010,kvmechelen,kvkortrijk
1011,waasland-beveren,raecmons
1012,rscanderlecht,waasland-beveren
1013,krcgenk,beerschotac
1014,kaagent,kvkortrijk
1015,svzulte-waregem,sportinglokeren
1016,oud-heverleeleuven,clubbruggekv
1017,liersesk,sportingcharleroi
1018,raecmons,standarddeliege
1019,ksvcerclebrugge,kvmechelen
1020,clubbruggekv,sportinglokeren
1021,standarddeliege,ksvcerclebrugge
1022,kaagent,raecmons
1023,beerschotac,oud-heverleeleuven
1024,sportingcharleroi,rscanderlecht
1025,kvkortrijk,krcgenk
1026,kvmechelen,liersesk
1027,waasland-beveren,svzulte-waregem
1028,rscanderlecht,kaagent
1029,krcgenk,standarddeliege
1030,svzulte-waregem,sportingcharleroi
1031,oud-heverleeleuven,kvmechelen
1032,sportinglokeren,waasland-beveren
1033,liersesk,clubbruggekv
1034,raecmons,kvkortrijk
1035,ksvcerclebrugge,beerschotac
1036,clubbruggekv,svzulte-waregem
1037,standarddeliege,oud-heverleeleuven
1038,kaagent,krcgenk
1039,beerschotac,waasland-beveren
1040,sportingcharleroi,sportinglokeren
1041,kvkortrijk,liersesk
1042,kvmechelen,rscanderlecht
1043,raecmons,ksvcerclebrugge
1044,rscanderlecht,clubbruggekv
1045,krcgenk,raecmons
1046,svzulte-waregem,kvmechelen
1047,oud-heverleeleuven,kvkortrijk
1048,sportinglokeren,standarddeliege
1049,liersesk,beerschotac
1050,waasland-beveren,sportingcharleroi
1051,ksvcerclebrugge,kaagent
1052,rscanderlecht,kvkortrijk
1053,sportingcharleroi,kvmechelen
1054,svzulte-waregem,standarddeliege
1055,oud-heverleeleuven,raecmons
1056,sportinglokeren,beerschotac
1057,liersesk,kaagent
1058,waasland-beveren,clubbruggekv
1059,ksvcerclebrugge,krcgenk
1060,clubbruggekv,sportingcharleroi
1061,standarddeliege,liersesk
1062,krcgenk,oud-heverleeleuven
1063,kaagent,svzulte-waregem
1064,beerschotac,rscanderlecht
1065,kvkortrijk,ksvcerclebrugge
1066,kvmechelen,waasland-beveren
1067,raecmons,sportinglokeren
1068,clubbruggekv,kvmechelen
1069,rscanderlecht,ksvcerclebrugge
1070,sportingcharleroi,kvkortrijk
1071,svzulte-waregem,beerschotac
1072,oud-heverleeleuven,kaagent
1073,sportinglokeren,krcgenk
1074,liersesk,raecmons
1075,waasland-beveren,standarddeliege
1076,standarddeliege,sportingcharleroi
1077,krcgenk,liersesk
1078,kaagent,waasland-beveren
1079,beerschotac,clubbruggekv
1080,kvkortrijk,svzulte-waregem
1081,kvmechelen,sportinglokeren
1082,raecmons,rscanderlecht
1083,ksvcerclebrugge,oud-heverleeleuven
1084,rscanderlecht,beerschotac
1085,sportingcharleroi,clubbruggekv
1086,svzulte-waregem,kaagent
1087,oud-heverleeleuven,krcgenk
1088,sportinglokeren,raecmons
1089,liersesk,standarddeliege
1090,waasland-beveren,kvmechelen
1091,ksvcerclebrugge,kvkortrijk
1092,clubbruggekv,raecmons
1093,rscanderlecht,oud-heverleeleuven
1094,sportingcharleroi,beerschotac
1095,svzulte-waregem,krcgenk
1096,sportinglokeren,kaagent
1097,kvmechelen,standarddeliege
1098,liersesk,ksvcerclebrugge
1099,waasland-beveren,kvkortrijk
1100,standarddeliege,clubbruggekv
1101,krcgenk,rscanderlecht
1102,kaagent,sportingcharleroi
1103,beerschotac,kvmechelen
1104,oud-heverleeleuven,liersesk
1105,kvkortrijk,sportinglokeren
1106,raecmons,svzulte-waregem
1107,ksvcerclebrugge,waasland-beveren
1108,clubbruggekv,kvkortrijk
1109,rscanderlecht,liersesk
1110,standarddeliege,beerschotac
1111,sportingcharleroi,raecmons
1112,svzulte-waregem,oud-heverleeleuven
1113,sportinglokeren,ksvcerclebrugge
1114,kvmechelen,kaagent
1115,waasland-beveren,krcgenk
1116,rscanderlecht,svzulte-waregem
1117,krcgenk,sportingcharleroi
1118,kaagent,standarddeliege
1119,oud-heverleeleuven,sportinglokeren
1120,kvkortrijk,beerschotac
1121,liersesk,waasland-beveren
1122,raecmons,kvmechelen
1123,ksvcerclebrugge,clubbruggekv
1124,clubbruggekv,kaagent
1125,standarddeliege,kvkortrijk
1126,beerschotac,raecmons
1127,sportingcharleroi,ksvcerclebrugge
1128,svzulte-waregem,liersesk
1129,sportinglokeren,rscanderlecht
1130,kvmechelen,krcgenk
1131,waasland-beveren,oud-heverleeleuven
1132,rscanderlecht,standarddeliege
1133,krcgenk,clubbruggekv
1134,kaagent,beerschotac
1135,oud-heverleeleuven,sportingcharleroi
1136,kvkortrijk,kvmechelen
1137,liersesk,sportinglokeren
1138,raecmons,waasland-beveren
1139,ksvcerclebrugge,svzulte-waregem
1140,clubbruggekv,oud-heverleeleuven
1141,standarddeliege,raecmons
1142,beerschotac,krcgenk
1143,sportingcharleroi,liersesk
1144,sportinglokeren,svzulte-waregem
1145,kvkortrijk,kaagent
1146,kvmechelen,ksvcerclebrugge
1147,waasland-beveren,rscanderlecht
1148,rscanderlecht,sportingcharleroi
1149,krcgenk,kvkortrijk
1150,svzulte-waregem,waasland-beveren
1151,oud-heverleeleuven,beerschotac
1152,sportinglokeren,clubbruggekv
1153,liersesk,kvmechelen
1154,raecmons,kaagent
1155,ksvcerclebrugge,standarddeliege
1156,clubbruggekv,rscanderlecht
1157,standarddeliege,krcgenk
1158,kaagent,ksvcerclebrugge
1159,beerschotac,liersesk
1160,sportingcharleroi,svzulte-waregem
1161,kvkortrijk,raecmons
1162,kvmechelen,oud-heverleeleuven
1163,waasland-beveren,sportinglokeren
1164,rscanderlecht,kvmechelen
1165,krcgenk,kaagent
1166,svzulte-waregem,clubbruggekv
1167,oud-heverleeleuven,standarddeliege
1168,sportinglokeren,sportingcharleroi
1169,liersesk,kvkortrijk
1170,waasland-beveren,beerschotac
1171,ksvcerclebrugge,raecmons
1172,standarddeliege,waasland-beveren
1173,krcgenk,sportinglokeren
1174,kaagent,oud-heverleeleuven
1175,beerschotac,svzulte-waregem
1176,kvkortrijk,sportingcharleroi
1177,kvmechelen,clubbruggekv
1178,raecmons,liersesk
1179,ksvcerclebrugge,rscanderlecht
1180,clubbruggekv,liersesk
1181,standarddeliege,sportinglokeren
1182,kaagent,rscanderlecht
1183,beerschotac,ksvcerclebrugge
1184,sportingcharleroi,waasland-beveren
1185,kvkortrijk,oud-heverleeleuven
1186,kvmechelen,svzulte-waregem
1187,raecmons,krcgenk
1188,clubbruggekv,beerschotac
1189,rscanderlecht,raecmons
1190,sportingcharleroi,standarddeliege
1191,svzulte-waregem,kvkortrijk
1192,oud-heverleeleuven,ksvcerclebrugge
1193,sportinglokeren,kvmechelen
1194,liersesk,krcgenk
1195,waasland-beveren,kaagent
1196,standarddeliege,kvmechelen
1197,krcgenk,svzulte-waregem
1198,kaagent,sportinglokeren
1199,beerschotac,sportingcharleroi
1200,oud-heverleeleuven,rscanderlecht
1201,kvkortrijk,waasland-beveren
1202,raecmons,clubbruggekv
1203,ksvcerclebrugge,liersesk
1204,clubbruggekv,standarddeliege
1205,rscanderlecht,krcgenk
1206,sportingcharleroi,kaagent
1207,svzulte-waregem,raecmons
1208,sportinglokeren,kvkortrijk
1209,kvmechelen,beerschotac
1210,liersesk,oud-heverleeleuven
1211,waasland-beveren,ksvcerclebrugge
1212,krcgenk,waasland-beveren
1213,kaagent,kvmechelen
1214,beerschotac,standarddeliege
1215,oud-heverleeleuven,svzulte-waregem
1216,kvkortrijk,clubbruggekv
1217,liersesk,rscanderlecht
1218,raecmons,sportingcharleroi
1219,ksvcerclebrugge,sportinglokeren
1220,clubbruggekv,ksvcerclebrugge
1221,standarddeliege,kaagent
1222,beerschotac,kvkortrijk
1223,sportingcharleroi,krcgenk
1224,svzulte-waregem,rscanderlecht
1225,sportinglokeren,oud-heverleeleuven
1226,kvmechelen,raecmons
1227,waasland-beveren,liersesk
1228,rscanderlecht,sportinglokeren
1229,krcgenk,kvmechelen
1230,kaagent,clubbruggekv
1231,oud-heverleeleuven,waasland-beveren
1232,kvkortrijk,standarddeliege
1233,liersesk,svzulte-waregem
1234,raecmons,beerschotac
1235,ksvcerclebrugge,sportingcharleroi
1236,waasland-beveren,liersesk
1237,kaagent,kvoostende
1238,liersesk,kaagent
1239,kvoostende,waasland-beveren
1240,kaagent,waasland-beveren
1241,kvoostende,liersesk
1242,waasland-beveren,kaagent
1243,liersesk,kvoostende
1244,liersesk,waasland-beveren
1245,kvoostende,kaagent
1246,waasland-beveren,kvoostende
1247,kaagent,liersesk
1248,standarddeliege,sportingcharleroi
1249,waasland-beveren,clubbruggekv
1250,ksvcerclebrugge,kaagent
1251,liersesk,kvoostende
1252,kvcwesterlo,sportinglokeren
1253,kvmechelen,krcgenk
1254,rscanderlecht,royalexcelmouscron
1255,svzulte-waregem,kvkortrijk
1256,clubbruggekv,standarddeliege
1257,rscanderlecht,krcgenk
1258,sportingcharleroi,kvkortrijk
1259,royalexcelmouscron,kvmechelen
1260,sportinglokeren,kvoostende
1261,liersesk,svzulte-waregem
1262,kvcwesterlo,kaagent
1263,waasland-beveren,ksvcerclebrugge
1264,standarddeliege,svzulte-waregem
1265,krcgenk,kvcwesterlo
1266,kaagent,sportingcharleroi
1267,kvoostende,royalexcelmouscron
1268,sportinglokeren,clubbruggekv
1269,kvkortrijk,waasland-beveren
1270,kvmechelen,rscanderlecht
1271,ksvcerclebrugge,liersesk
1272,clubbruggekv,kaagent
1273,rscanderlecht,standarddeliege
1274,sportingcharleroi,kvoostende
1275,svzulte-waregem,ksvcerclebrugge
1276,royalexcelmouscron,sportinglokeren
1277,liersesk,kvmechelen
1278,kvcwesterlo,kvkortrijk
1279,waasland-beveren,krcgenk
1280,krcgenk,liersesk
1281,kaagent,waasland-beveren
1282,kvoostende,kvcwesterlo
1283,royalexcelmouscron,clubbruggekv
1284,sportinglokeren,sportingcharleroi
1285,kvkortrijk,rscanderlecht
1286,kvmechelen,svzulte-waregem
1287,ksvcerclebrugge,standarddeliege
1288,rscanderlecht,sportinglokeren
1289,standarddeliege,kvmechelen
1290,sportingcharleroi,clubbruggekv
1291,svzulte-waregem,krcgenk
1292,liersesk,kaagent
1293,kvcwesterlo,royalexcelmouscron
1294,waasland-beveren,kvoostende
1295,ksvcerclebrugge,kvkortrijk
1296,clubbruggekv,kvcwesterlo
1297,krcgenk,standarddeliege
1298,kaagent,rscanderlecht
1299,kvoostende,svzulte-waregem
1300,royalexcelmouscron,sportingcharleroi
1301,sportinglokeren,waasland-beveren
1302,kvkortrijk,liersesk
1303,kvmechelen,ksvcerclebrugge
1304,royalexcelmouscron,liersesk
1305,sportinglokeren,kvcwesterlo
1306,kvkortrijk,svzulte-waregem
1307,clubbruggekv,waasland-beveren
1308,krcgenk,kvmechelen
1309,kaagent,ksvcerclebrugge
1310,kvoostende,standarddeliege
1311,sportingcharleroi,rscanderlecht
1312,rscanderlecht,clubbruggekv
1313,standarddeliege,kvkortrijk
1314,svzulte-waregem,kaagent
1315,kvmechelen,kvoostende
1316,liersesk,sportinglokeren
1317,kvcwesterlo,sportingcharleroi
1318,waasland-beveren,royalexcelmouscron
1319,ksvcerclebrugge,krcgenk
1320,clubbruggekv,svzulte-waregem
1321,kaagent,krcgenk
1322,kvoostende,liersesk
1323,sportingcharleroi,standarddeliege
1324,royalexcelmouscron,rscanderlecht
1325,sportinglokeren,ksvcerclebrugge
1326,kvkortrijk,kvmechelen
1327,kvcwesterlo,waasland-beveren
1328,rscanderlecht,kvoostende
1329,standarddeliege,clubbruggekv
1330,krcgenk,kvkortrijk
1331,svzulte-waregem,sportinglokeren
1332,kvmechelen,kaagent
1333,liersesk,kvcwesterlo
1334,waasland-beveren,sportingcharleroi
1335,ksvcerclebrugge,royalexcelmouscron
1336,clubbruggekv,liersesk
1337,krcgenk,ksvcerclebrugge
1338,kaagent,kvmechelen
1339,kvoostende,rscanderlecht
1340,sportingcharleroi,kvcwesterlo
1341,royalexcelmouscron,waasland-beveren
1342,sportinglokeren,svzulte-waregem
1343,kvkortrijk,standarddeliege
1344,clubbruggekv,krcgenk
1345,kaagent,standarddeliege
1346,kvoostende,ksvcerclebrugge
1347,sportingcharleroi,liersesk
1348,royalexcelmouscron,svzulte-waregem
1349,sportinglokeren,kvkortrijk
1350,kvcwesterlo,kvmechelen
1351,waasland-beveren,rscanderlecht
1352,rscanderlecht,kvcwesterlo
1353,standarddeliege,sportinglokeren
1354,krcgenk,kvoostende
1355,svzulte-waregem,sportingcharleroi
1356,kvkortrijk,kaagent
1357,kvmechelen,royalexcelmouscron
1358,liersesk,clubbruggekv
1359,ksvcerclebrugge,waasland-beveren
1360,clubbruggekv,kvmechelen
1361,rscanderlecht,liersesk
1362,kvoostende,kvkortrijk
1363,sportingcharleroi,ksvcerclebrugge
1364,royalexcelmouscron,kaagent
1365,sportinglokeren,krcgenk
1366,kvcwesterlo,standarddeliege
1367,waasland-beveren,svzulte-waregem
1368,standarddeliege,rscanderlecht
1369,krcgenk,royalexcelmouscron
1370,kaagent,kvoostende
1371,svzulte-waregem,kvcwesterlo
1372,kvkortrijk,sportingcharleroi
1373,kvmechelen,sportinglokeren
1374,liersesk,waasland-beveren
1375,ksvcerclebrugge,clubbruggekv
1376,clubbruggekv,kvoostende
1377,rscanderlecht,svzulte-waregem
1378,sportingcharleroi,krcgenk
1379,royalexcelmouscron,kvkortrijk
1380,sportinglokeren,kaagent
1381,liersesk,standarddeliege
1382,kvcwesterlo,ksvcerclebrugge
1383,waasland-beveren,kvmechelen
1384,standarddeliege,royalexcelmouscron
1385,krcgenk,waasland-beveren
1386,kaagent,kvcwesterlo
1387,kvoostende,sportinglokeren
1388,svzulte-waregem,liersesk
1389,kvkortrijk,clubbruggekv
1390,kvmechelen,sportingcharleroi
1391,ksvcerclebrugge,rscanderlecht
1392,rscanderlecht,kvmechelen
1393,clubbruggekv,sportinglokeren
1394,sportingcharleroi,kaagent
1395,svzulte-waregem,standarddeliege
1396,royalexcelmouscron,kvoostende
1397,liersesk,ksvcerclebrugge
1398,kvcwesterlo,krcgenk
1399,waasland-beveren,kvkortrijk
1400,standarddeliege,waasland-beveren
1401,krcgenk,rscanderlecht
1402,kaagent,clubbruggekv
1403,kvoostende,sportingcharleroi
1404,sportinglokeren,royalexcelmouscron
1405,kvkortrijk,kvcwesterlo
1406,kvmechelen,liersesk
1407,ksvcerclebrugge,svzulte-waregem
1408,clubbruggekv,royalexcelmouscron
1409,rscanderlecht,kvkortrijk
1410,standarddeliege,ksvcerclebrugge
1411,sportingcharleroi,sportinglokeren
1412,svzulte-waregem,kvmechelen
1413,liersesk,krcgenk
1414,kvcwesterlo,kvoostende
1415,waasland-beveren,kaagent
1416,clubbruggekv,sportingcharleroi
1417,krcgenk,svzulte-waregem
1418,kaagent,liersesk
1419,kvoostende,waasland-beveren
1420,royalexcelmouscron,kvcwesterlo
1421,sportinglokeren,rscanderlecht
1422,kvkortrijk,ksvcerclebrugge
1423,kvmechelen,standarddeliege
1424,rscanderlecht,sportingcharleroi
1425,standarddeliege,kaagent
1426,krcgenk,sportinglokeren
1427,svzulte-waregem,clubbruggekv
1428,kvmechelen,kvkortrijk
1429,liersesk,royalexcelmouscron
1430,waasland-beveren,kvcwesterlo
1431,ksvcerclebrugge,kvoostende
1432,sportingcharleroi,royalexcelmouscron
1433,rscanderlecht,kaagent
1434,svzulte-waregem,kvoostende
1435,standarddeliege,krcgenk
1436,kvcwesterlo,clubbruggekv
1437,ksvcerclebrugge,kvmechelen
1438,waasland-beveren,sportinglokeren
1439,liersesk,kvkortrijk
1440,clubbruggekv,ksvcerclebrugge
1441,kaagent,svzulte-waregem
1442,kvoostende,kvmechelen
1443,sportingcharleroi,waasland-beveren
1444,royalexcelmouscron,standarddeliege
1445,sportinglokeren,liersesk
1446,kvkortrijk,krcgenk
1447,kvcwesterlo,rscanderlecht
1448,rscanderlecht,waasland-beveren
1449,standarddeliege,kvcwesterlo
1450,krcgenk,kaagent
1451,svzulte-waregem,royalexcelmouscron
1452,kvkortrijk,kvoostende
1453,kvmechelen,clubbruggekv
1454,liersesk,sportingcharleroi
1455,ksvcerclebrugge,sportinglokeren
1456,clubbruggekv,rscanderlecht
1457,kaagent,kvkortrijk
1458,kvoostende,krcgenk
1459,sportingcharleroi,kvmechelen
1460,royalexcelmouscron,ksvcerclebrugge
1461,sportinglokeren,standarddeliege
1462,kvcwesterlo,svzulte-waregem
1463,waasland-beveren,liersesk
1464,standarddeliege,kvoostende
1465,krcgenk,clubbruggekv
1466,kaagent,royalexcelmouscron
1467,svzulte-waregem,waasland-beveren
1468,kvkortrijk,sportinglokeren
1469,kvmechelen,kvcwesterlo
1470,liersesk,rscanderlecht
1471,ksvcerclebrugge,sportingcharleroi
1472,clubbruggekv,kvkortrijk
1473,rscanderlecht,ksvcerclebrugge
1474,kvoostende,kaagent
1475,sportingcharleroi,svzulte-waregem
1476,royalexcelmouscron,krcgenk
1477,sportinglokeren,kvmechelen
