,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,home_team_goal,away_team_goal
502,0,4,-5,0,-15,-40,0,-40,0,0,0,0,0,-1,0,0,-1,-1,0,-2,0,1,1
503,-7,4,29,3,-8,-7,-12,-17,0,0,0,0,0,1,0,0,0,0,0,-1,0,3,1
504,-19,-14,12,-2,-8,9,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1
505,11,4,13,12,20,15,19,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
506,-7,23,15,-17,-10,2,-3,7,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0
507,7,-16,-14,-10,16,1,-21,8,0,0,1,1,0,2,0,2,-1,0,0,0,0,1,0
508,-11,-12,17,11,13,-3,-8,-1,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,1
509,-16,22,21,14,31,-1,-2,-5,0,0,0,-1,1,0,0,2,1,0,0,0,0,1,4
510,-7,-2,4,1,-6,3,-5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
511,-22,-28,-9,-15,6,1,0,-5,0,0,0,0,0,0,0,2,-1,0,0,0,0,1,0
512,1,-14,-7,-16,-5,20,23,-12,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,2
513,2,21,30,3,17,13,-3,14,0,0,0,-1,0,1,0,2,0,0,0,0,0,1,0
514,20,10,-5,10,-5,0,-10,0,0,1,0,0,0,0,-1,1,-1,0,0,0,0,3,0
515,0,10,-20,-10,-20,-10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
516,35,28,7,39,23,-7,-9,10,0,-2,0,-1,0,0,-1,2,1,0,0,0,0,2,2
517,-16,-13,-30,-22,-9,6,11,1,0,0,0,0,0,-1,0,0,-1,0,2,0,0,3,0
518,9,6,3,21,-33,-2,7,-15,0,0,-1,0,0,0,2,-2,0,0,0,0,0,3,0
519,-23,42,38,18,-3,3,9,-4,0,-1,-1,-2,0,1,0,0,0,0,0,0,0,0,1
520,9,21,25,15,20,-14,-31,-3,0,0,1,-1,0,1,-1,2,0,0,0,0,0,1,3
521,20,3,1,-2,-17,-12,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,-5,-15,0,0,-20,-15,-25,0,0,0,0,0,-1,0,0,0,0,1,-1,0,2,2
523,-8,-13,-12,-11,-33,8,-12,-2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
524,-15,10,15,25,-10,5,25,15,0,-1,0,0,1,0,-1,0,1,0,0,0,0,2,2
525,-15,-5,-8,-35,-5,0,12,-8,0,0,0,0,0,0,1,0,-1,0,0,0,0,3,1
526,11,28,10,-37,35,-2,3,-7,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1
527,5,4,-4,-14,4,3,8,4,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0
528,16,-22,-21,-14,-31,1,2,5,0,0,0,1,-1,0,0,-2,-1,0,0,0,0,3,2
529,4,25,40,25,30,40,30,20,0,1,0,-1,1,-1,-1,0,1,1,-1,1,0,2,0
530,-10,-10,-15,5,-20,-10,0,10,0,-1,0,0,0,-1,-1,1,1,0,0,0,0,1,1
531,-1,2,-8,4,-5,-8,-2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532,18,22,14,-3,18,-12,0,-12,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,1
533,-5,40,29,7,-5,-12,-6,-10,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,2
534,-7,0,5,-12,-3,27,28,17,0,0,-1,0,0,0,1,0,0,0,0,0,0,2,3
535,4,30,25,25,35,15,15,-5,0,1,0,-1,1,-2,-1,-1,1,2,0,0,0,0,2
536,10,-10,-5,-10,15,15,-5,-20,0,1,0,0,-1,0,0,0,-1,0,0,0,0,5,0
537,0,0,1,0,0,-15,5,-10,0,0,0,0,-1,0,0,0,-1,-2,0,0,0,1,1
538,-7,4,14,-22,-3,-7,-22,-27,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,1
539,19,18,-12,14,11,-5,3,2,0,1,0,0,0,0,-1,0,0,0,0,0,0,2,0
540,17,18,6,-6,-29,-3,-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
541,-10,10,5,18,-13,1,10,-2,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0
542,-16,-23,-23,-13,-7,-9,-9,-2,0,0,1,1,0,-1,0,0,0,0,0,0,0,3,1
543,10,-5,-4,0,25,-10,-10,-5,0,1,0,0,-1,0,0,-1,-1,-2,1,0,0,1,0
544,12,1,-1,-13,-3,8,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
545,22,18,28,11,8,-28,-21,1,0,-2,0,-1,0,1,0,0,1,0,-2,0,0,1,2
546,-24,8,8,15,-10,11,16,-18,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,2
547,16,-10,-11,11,-17,-1,-14,-7,0,0,0,1,0,2,2,0,-1,0,0,0,0,2,0
548,-20,-25,-5,-10,0,-5,5,-5,0,-1,0,0,0,0,1,0,0,0,0,0,0,2,1
549,10,-15,10,0,15,0,-10,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0
550,4,6,-15,-10,13,4,25,-9,0,0,0,0,0,-1,0,0,0,0,2,0,0,1,0
551,-15,-11,-14,-25,6,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
552,-11,45,40,10,-4,12,13,4,0,0,-1,-2,0,-1,0,0,0,0,0,0,0,1,0
553,15,-10,-1,-20,14,-11,-24,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1
554,-10,11,5,0,5,5,0,5,0,-1,0,-1,0,1,0,0,1,2,0,1,0,0,4
555,-29,12,-16,3,-15,-21,11,1,0,0,0,0,0,0,-1,1,1,-2,0,0,0,0,0
556,-24,4,-2,-1,19,13,17,13,0,-1,0,0,0,0,-2,0,0,0,0,0,0,3,6
557,-20,-10,5,-10,5,0,10,0,0,-1,0,0,0,0,1,-1,1,0,0,0,0,1,2
558,16,-15,-1,-19,-8,19,-13,-18,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0
559,-35,-28,-7,-39,-23,7,9,-10,0,2,0,1,0,0,1,-2,-1,0,0,0,0,4,1
560,16,13,30,22,9,-6,-11,-1,0,0,0,0,0,1,0,0,1,0,-2,0,0,2,1
561,14,2,-3,3,-3,-10,-6,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
562,-25,-10,-11,-4,2,19,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
563,4,35,40,25,35,35,30,20,0,1,0,-1,1,-1,-1,-1,1,2,-1,1,0,0,1
564,-5,-20,-5,0,-5,-20,-20,15,0,-1,0,0,0,-1,0,0,0,0,0,0,0,4,2
565,24,16,-25,6,12,3,26,7,0,1,0,0,0,-1,-1,0,0,0,2,0,0,1,4
566,-27,-37,-15,24,-33,17,2,3,0,2,0,1,0,0,2,1,-1,0,0,0,0,0,0
567,21,-16,-8,-11,12,-3,0,-10,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,0
568,-10,0,-10,0,-25,-25,0,-30,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,1,0
569,15,-10,-20,-15,-15,15,-15,-5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
570,10,2,2,-3,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
571,-27,-25,-13,-11,4,3,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,2
572,5,30,24,-11,8,-13,-16,-8,0,0,-1,-1,0,0,0,0,0,0,0,0,0,3,2
573,6,-31,-26,-35,-6,3,7,5,0,1,0,1,0,-1,1,0,0,0,0,0,0,1,0
574,-10,15,0,0,-10,-35,0,-35,0,-1,0,-1,0,0,0,0,0,1,0,-1,0,2,1
575,0,0,20,15,20,-20,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,1
576,-3,-8,23,6,-8,4,-23,-3,0,0,0,0,0,1,0,0,0,0,-2,0,0,1,2
577,1,-4,-8,28,-40,-6,-8,10,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,2
578,10,-36,-33,-21,9,15,14,14,0,1,0,2,0,-1,0,0,0,0,0,0,0,1,3
579,4,15,15,25,30,10,10,-10,0,1,0,-1,1,-2,-1,0,0,2,0,0,0,1,1
580,-13,-13,3,-6,-3,8,-2,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
581,19,14,-12,2,8,-9,0,-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
582,-11,-25,-10,30,-9,-5,-9,-3,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1
583,12,-11,-10,-7,11,-20,-20,10,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0
584,0,1,-10,8,22,3,-3,-2,0,0,0,0,1,2,0,2,0,0,0,0,0,2,2
585,0,5,0,0,-5,0,-10,-10,0,0,0,-1,0,0,0,1,0,0,1,-1,0,0,0
586,-5,0,-5,-10,10,20,10,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,42,26,3,26,26,-14,-7,0,0,-1,0,-1,0,0,0,2,1,0,0,0,0,0,3
588,-3,-11,0,28,-24,1,-2,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
589,0,-26,-28,-3,-4,16,24,12,0,0,0,1,0,-1,0,0,0,0,0,0,0,2,3
590,0,0,-1,0,0,15,-5,10,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1
591,-5,0,15,5,30,0,10,-15,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,3,0
592,4,4,0,16,-3,0,-2,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1
593,27,25,13,11,-4,-3,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
594,8,12,13,6,4,-12,-3,-6,0,1,0,-1,0,-2,0,-1,1,0,0,0,0,2,0
595,-5,4,10,11,-23,2,-5,-3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
596,0,10,14,0,-5,35,0,25,0,0,0,-1,1,1,0,1,1,2,0,0,0,1,2
597,-5,0,10,15,5,20,20,-5,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,0
598,-20,-10,10,-16,1,1,-1,-16,0,-1,0,0,0,0,1,0,0,0,0,0,0,8,0
599,-4,-7,8,0,16,7,6,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3
600,-21,16,8,11,-12,3,0,10,0,-1,0,0,0,0,-1,1,0,0,0,0,0,1,1
601,-16,21,31,6,9,-4,1,-3,0,0,0,-1,0,-2,0,0,1,0,0,0,0,0,2
