,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,home_team_goal,away_team_goal
593,-11.0,-14.0,7.0,-6.0,18.0,10.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,2.0
594,11.0,-3.0,10.0,-1.0,5.0,2.0,2.0,7.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
595,-4.0,-4.0,8.0,14.0,15.0,4.0,-13.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
596,-25.0,-10.0,-10.0,20.0,-22.0,-2.0,-16.0,4.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
597,38.0,11.0,19.0,-15.0,11.0,-8.0,4.0,13.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
598,-4.0,-12.0,15.0,7.0,5.0,15.0,-4.0,18.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
599,9.0,-1.0,-6.0,-13.0,-9.0,-1.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
600,-1.0,-4.0,0.0,6.0,-17.0,-1.0,12.0,-13.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
601,8.0,15.0,-19.0,-2.0,-4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
602,10.0,9.0,5.0,-4.0,3.0,1.0,10.0,-9.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
603,-17.0,-2.0,4.0,17.0,-4.0,1.0,-7.0,-5.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,6.0,-3.0,-38.0,2.0,9.0,-24.0,14.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
605,-34.0,-13.0,-23.0,27.0,0.0,-24.0,-15.0,-18.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0
606,-6.0,-12.0,1.0,-6.0,1.0,-7.0,-11.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,0.0
607,-8.0,-5.0,15.0,-23.0,13.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0
608,19.0,-6.0,8.0,16.0,-8.0,-10.0,-20.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,3.0,2.0
609,-14.0,-11.0,3.0,1.0,-4.0,12.0,-4.0,11.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
610,10.0,13.0,-5.0,-26.0,3.0,17.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
611,-9.0,26.0,0.0,5.0,3.0,-11.0,11.0,-20.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0
612,0.0,4.0,-3.0,0.0,-4.0,9.0,16.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
613,8.0,3.0,18.0,0.0,16.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
614,-6.0,2.0,5.0,18.0,10.0,-20.0,-11.0,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,2.0
615,0.0,2.0,-28.0,16.0,-26.0,-21.0,4.0,-18.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,2.0,0.0
616,-32.0,-22.0,-2.0,-7.0,-2.0,22.0,9.0,22.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0
617,0.0,0.0,-5.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
618,10.0,7.0,10.0,-9.0,6.0,-5.0,-2.0,-4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
619,17.0,8.0,6.0,-1.0,7.0,2.0,5.0,15.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
620,-1.0,-8.0,5.0,6.0,10.0,15.0,-11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
621,-11.0,5.0,-13.0,2.0,-18.0,-19.0,-20.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
622,24.0,-14.0,-36.0,21.0,3.0,-12.0,-2.0,3.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
623,18.0,24.0,7.0,-7.0,13.0,0.0,7.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
624,-6.0,-3.0,-1.0,-4.0,25.0,-26.0,-13.0,-14.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,1.0,2.0,1.0
625,-2.0,-6.0,-5.0,-2.0,-11.0,7.0,3.0,-13.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
626,-27.0,-18.0,-19.0,15.0,-31.0,1.0,-4.0,-13.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
627,-2.0,-11.0,0.0,1.0,18.0,-2.0,-7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
628,14.0,17.0,20.0,-5.0,13.0,5.0,-9.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,2.0,-9.0,-2.0,2.0,-18.0,0.0,-7.0,-5.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0
630,3.0,-17.0,20.0,2.0,7.0,2.0,-1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
631,12.0,-9.0,-7.0,-12.0,-8.0,3.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
632,-11.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
633,-8.0,-27.0,-3.0,13.0,0.0,-23.0,-5.0,-18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0
634,-13.0,15.0,-13.0,9.0,7.0,-12.0,10.0,5.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
635,-2.0,-4.0,3.0,-3.0,0.0,-2.0,-10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
636,5.0,13.0,14.0,-16.0,4.0,1.0,2.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,2.0
637,-6.0,12.0,20.0,-16.0,-2.0,7.0,-13.0,-20.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0
638,19.0,6.0,-14.0,2.0,1.0,-32.0,-1.0,-5.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0
639,1.0,-11.0,5.0,5.0,-8.0,7.0,-13.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
640,-2.0,-11.0,12.0,-3.0,-8.0,19.0,-5.0,-18.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
641,3.0,5.0,5.0,-2.0,6.0,-3.0,-5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
642,-18.0,-17.0,-27.0,-2.0,-8.0,-9.0,6.0,-22.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0
643,8.0,20.0,13.0,-17.0,20.0,14.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
644,-18.0,-15.0,-1.0,10.0,-28.0,3.0,-5.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
645,-12.0,-13.0,20.0,6.0,0.0,0.0,-7.0,13.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
646,18.0,21.0,22.0,-24.0,1.0,25.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
647,-10.0,2.0,5.0,3.0,-12.0,7.0,8.0,-4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
648,-1.0,-22.0,0.0,10.0,-18.0,14.0,-7.0,10.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
649,17.0,7.0,-4.0,-1.0,14.0,-22.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
650,13.0,-10.0,-18.0,8.0,9.0,-7.0,-2.0,25.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
651,-2.0,-13.0,-22.0,13.0,-20.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,19.0,-13.0,-24.0,5.0,0.0,-1.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
653,-8.0,-3.0,-18.0,19.0,-16.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
654,3.0,11.0,32.0,1.0,16.0,15.0,4.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,11.0,11.0,-4.0,3.0,5.0,1.0,3.0,-10.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,2.0,-19.0,18.0,17.0,-3.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
657,-4.0,24.0,-12.0,10.0,4.0,-2.0,9.0,-3.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
658,3.0,8.0,18.0,-10.0,-12.0,25.0,8.0,18.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
659,0.0,0.0,-7.0,-2.0,22.0,-5.0,-1.0,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
660,-17.0,-18.0,-9.0,1.0,-11.0,-3.0,2.0,-13.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
661,17.0,17.0,-12.0,-15.0,14.0,-22.0,6.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
662,23.0,20.0,5.0,5.0,6.0,2.0,16.0,2.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
663,6.0,5.0,20.0,-5.0,6.0,5.0,-15.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
664,-12.0,-15.0,-14.0,16.0,-28.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
665,-12.0,-11.0,-10.0,15.0,-2.0,2.0,-13.0,15.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
666,5.0,5.0,5.0,17.0,-4.0,-4.0,-5.0,-3.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
667,2.0,-2.0,-13.0,5.0,-28.0,-22.0,-5.0,-17.0,0.0,1.0,0.0,1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,-1.0,2.0,4.0
668,-15.0,-25.0,20.0,5.0,5.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
669,-16.0,14.0,-9.0,17.0,2.0,-10.0,2.0,-6.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
670,-25.0,-18.0,-3.0,-10.0,2.0,28.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,2.0,0.0
671,27.0,5.0,0.0,13.0,10.0,-1.0,12.0,7.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
672,-16.0,-21.0,-8.0,-15.0,8.0,-17.0,13.0,-10.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0
673,-3.0,17.0,-13.0,26.0,0.0,14.0,-6.0,-17.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
674,1.0,4.0,-5.0,-5.0,9.0,-13.0,-5.0,-10.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
675,-5.0,-2.0,-22.0,-4.0,-18.0,-17.0,9.0,-25.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,2.0
676,-15.0,4.0,-1.0,6.0,-1.0,0.0,5.0,-13.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
677,10.0,12.0,15.0,-19.0,23.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
678,12.0,-3.0,-4.0,-17.0,4.0,-1.0,7.0,5.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
679,14.0,-16.0,2.0,11.0,-3.0,15.0,28.0,17.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,2.0,0.0,0.0,3.0,0.0
680,3.0,4.0,-16.0,-10.0,-11.0,-45.0,-33.0,-35.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0
681,14.0,-14.0,22.0,-16.0,-5.0,19.0,-7.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
682,-22.0,-7.0,-1.0,-15.0,10.0,25.0,13.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,4.0,1.0
683,10.0,7.0,6.0,13.0,9.0,18.0,-20.0,-7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
684,-6.0,-2.0,-1.0,2.0,2.0,2.0,7.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
685,-13.0,-10.0,0.0,13.0,4.0,-17.0,-26.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
686,3.0,5.0,8.0,6.0,9.0,-10.0,-9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
687,-23.0,-19.0,15.0,-23.0,13.0,6.0,13.0,8.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
688,17.0,-3.0,13.0,-18.0,7.0,11.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0
689,25.0,35.0,-15.0,8.0,0.0,-25.0,10.0,-18.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0
690,-16.0,-15.0,-37.0,0.0,-17.0,2.0,6.0,-14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,3.0,0.0
691,-29.0,-8.0,-11.0,-9.0,-1.0,25.0,21.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,2.0
692,-16.0,14.0,-9.0,17.0,20.0,-10.0,-1.0,10.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
693,2.0,17.0,19.0,-13.0,16.0,-3.0,1.0,-4.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
694,8.0,-9.0,-5.0,-28.0,-6.0,-15.0,-5.0,-17.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,4.0,1.0
695,12.0,1.0,15.0,10.0,-13.0,-10.0,-20.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,3.0,2.0
696,13.0,-10.0,-18.0,8.0,9.0,-7.0,-2.0,25.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
697,23.0,13.0,23.0,-27.0,20.0,24.0,15.0,18.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0
698,4.0,-2.0,-4.0,12.0,11.0,-32.0,-11.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,2.0
699,2.0,0.0,0.0,19.0,-10.0,-1.0,0.0,-8.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
700,-27.0,-13.0,-5.0,20.0,-9.0,30.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,-1.0,1.0,0.0,0.0,2.0
701,-12.0,-5.0,13.0,16.0,-15.0,3.0,-7.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
702,-22.0,-19.0,-18.0,12.0,-12.0,7.0,-3.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
703,10.0,18.0,-22.0,0.0,-12.0,-28.0,-2.0,-21.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,6.0,1.0
704,-22.0,-7.0,-11.0,6.0,-17.0,-14.0,-5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
705,15.0,10.0,-5.0,-27.0,4.0,14.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0
706,0.0,1.0,6.0,4.0,-3.0,3.0,-8.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
707,5.0,-2.0,12.0,-7.0,-9.0,-23.0,-25.0,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
708,7.0,14.0,-7.0,-12.0,-35.0,11.0,24.0,-11.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-1.0,2.0,2.0
709,10.0,23.0,22.0,-26.0,16.0,15.0,12.0,30.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
710,6.0,18.0,18.0,-22.0,20.0,0.0,3.0,-7.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
711,1.0,0.0,8.0,15.0,-8.0,17.0,-4.0,10.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
712,-1.0,11.0,5.0,-2.0,-18.0,-10.0,-20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
713,5.0,-2.0,1.0,4.0,-1.0,-6.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
714,15.0,23.0,32.0,-26.0,16.0,20.0,7.0,30.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,6.0
715,25.0,7.0,9.0,-7.0,3.0,-6.0,2.0,-5.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
716,11.0,20.0,26.0,-17.0,5.0,2.0,-8.0,-5.0,1.0,-1.0,0.0,0.0,-2.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0
717,-2.0,-11.0,-16.0,-13.0,-21.0,-45.0,-33.0,-35.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,-1.0,1.0,-1.0,0.0,3.0,0.0
718,5.0,-22.0,-3.0,13.0,-8.0,13.0,-1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
719,-17.0,-10.0,-5.0,-3.0,-9.0,17.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0
720,14.0,15.0,6.0,14.0,31.0,15.0,-11.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,3.0,1.0
721,0.0,12.0,3.0,-10.0,14.0,-12.0,-2.0,-7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
722,-2.0,-17.0,-19.0,13.0,-16.0,-2.0,-7.0,-8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0
723,-11.0,7.0,-18.0,-1.0,-12.0,-13.0,-2.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
724,22.0,7.0,11.0,-6.0,17.0,14.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,5.0,4.0,14.0,3.0,-20.0,27.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,2.0,0.0,0.0,-1.0,1.0,1.0
726,10.0,6.0,-7.0,-16.0,1.0,-6.0,3.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
727,-6.0,14.0,-15.0,0.0,-3.0,-1.0,3.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
728,-3.0,-5.0,-5.0,-14.0,8.0,-3.0,-1.0,3.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
729,13.0,-10.0,-24.0,-8.0,-10.0,0.0,-2.0,0.0,1.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
730,29.0,8.0,11.0,9.0,1.0,-32.0,-21.0,-5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,4.0,1.0
731,-10.0,-16.0,-10.0,-3.0,3.0,-19.0,-16.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,7.0
732,8.0,-8.0,7.0,-6.0,18.0,27.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,2.0
733,12.0,1.0,18.0,14.0,19.0,4.0,-11.0,17.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
734,-15.0,-13.0,-4.0,14.0,-13.0,0.0,-6.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
735,-13.0,-8.0,-10.0,21.0,-19.0,1.0,-1.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
736,7.0,-8.0,-1.0,-8.0,3.0,-1.0,-8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
