,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,home_team_goal,away_team_goal
737,2.0,4.0,25.0,-9.0,13.0,-10.0,-16.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,-15.0,-17.0,-7.0,-8.0,-12.0,-3.0,-12.0,-3.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,2.0,18.0,0.0,-1.0,-18.0,2.0,-2.0,-15.0,0.0,1.0,-1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
740,27.0,11.0,19.0,-15.0,31.0,-1.0,4.0,13.0,1.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
741,4.0,15.0,-17.0,-18.0,-2.0,-17.0,4.0,-20.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,2.0,2.0
742,3.0,6.0,24.0,-8.0,8.0,4.0,-12.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
743,1.0,11.0,-8.0,-3.0,-33.0,-26.0,-12.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
744,12.0,2.0,-28.0,-15.0,-3.0,-15.0,2.0,-18.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0
745,20.0,12.0,2.0,-21.0,3.0,17.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,4.0
746,-4.0,14.0,-5.0,-8.0,3.0,-14.0,-2.0,-20.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
747,14.0,12.0,10.0,15.0,0.0,-25.0,-10.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,2.0
748,-7.0,-22.0,17.0,8.0,6.0,-13.0,-25.0,-5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
749,3.0,13.0,9.0,0.0,10.0,0.0,-2.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
750,-19.0,-16.0,-2.0,-12.0,18.0,26.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,1.0,0.0,2.0,2.0
751,-7.0,8.0,8.0,37.0,11.0,21.0,8.0,17.0,2.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
752,8.0,3.0,18.0,0.0,16.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
753,-16.0,-15.0,-4.0,6.0,-19.0,21.0,-2.0,-3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
754,-8.0,-5.0,-28.0,-8.0,-18.0,-9.0,0.0,-13.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
755,2.0,-6.0,13.0,1.0,0.0,12.0,-2.0,13.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
756,8.0,15.0,-19.0,-2.0,-4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
757,-2.0,3.0,0.0,1.0,18.0,8.0,2.0,11.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
758,2.0,0.0,2.0,-20.0,6.0,-9.0,1.0,-14.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0
759,-1.0,11.0,5.0,-2.0,-18.0,-10.0,-20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
760,3.0,-17.0,-17.0,23.0,7.0,-9.0,11.0,20.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,8.0,12.0,10.0,20.0,6.0,15.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0
762,-21.0,7.0,-10.0,14.0,0.0,4.0,-6.0,0.0,2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
763,27.0,13.0,14.0,-5.0,14.0,-13.0,-1.0,8.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
764,-15.0,-10.0,-5.0,17.0,-14.0,1.0,-5.0,7.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
765,15.0,-22.0,14.0,-11.0,-10.0,25.0,-10.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,-15.0,-10.0,-10.0,2.0,-1.0,14.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,1.0
767,15.0,26.0,-2.0,-2.0,21.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
768,-14.0,-3.0,-9.0,-6.0,-12.0,7.0,-3.0,-15.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
769,8.0,2.0,-12.0,-3.0,1.0,-11.0,-2.0,-12.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
770,9.0,6.0,-3.0,17.0,-28.0,-26.0,-7.0,-33.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,2.0,2.0
771,-13.0,-18.0,-13.0,-8.0,2.0,0.0,-8.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
772,20.0,12.0,2.0,-21.0,3.0,17.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0
773,-13.0,-19.0,3.0,17.0,-3.0,-15.0,-27.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
774,-9.0,-14.0,16.0,-2.0,6.0,2.0,-7.0,3.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
775,-12.0,7.0,0.0,20.0,-4.0,30.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0
776,15.0,7.0,9.0,0.0,29.0,1.0,-9.0,28.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
777,-16.0,-2.0,-10.0,1.0,-5.0,-2.0,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
778,-1.0,-8.0,5.0,6.0,10.0,15.0,-11.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
779,-3.0,0.0,26.0,-2.0,33.0,-22.0,-25.0,-4.0,0.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,0.0,1.0,2.0,0.0
780,14.0,9.0,-21.0,-8.0,8.0,-14.0,5.0,-10.0,1.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
781,-5.0,11.0,3.0,34.0,-23.0,-3.0,-13.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
782,21.0,-7.0,10.0,-14.0,0.0,-4.0,6.0,0.0,-2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
783,-12.0,-1.0,20.0,20.0,6.0,40.0,1.0,35.0,0.0,0.0,0.0,-1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
784,11.0,10.0,13.0,-9.0,9.0,-4.0,-5.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
785,4.0,4.0,-8.0,-14.0,-15.0,-4.0,13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
786,8.0,-10.0,-13.0,-8.0,2.0,0.0,-8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
787,0.0,15.0,-15.0,-2.0,-14.0,-24.0,-5.0,-23.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
788,-13.0,-12.0,-10.0,2.0,-9.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0
789,-33.0,-14.0,-10.0,-18.0,3.0,1.0,23.0,8.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,3.0
790,-1.0,8.0,-3.0,14.0,2.0,21.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
791,-4.0,-4.0,8.0,14.0,15.0,4.0,-13.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792,-5.0,-15.0,-9.0,11.0,-1.0,-7.0,-14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0
793,10.0,16.0,20.0,-16.0,14.0,-8.0,-5.0,9.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
794,10.0,-4.0,11.0,0.0,0.0,-6.0,-7.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
795,18.0,-12.0,22.0,5.0,-4.0,-23.0,-25.0,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0
796,16.0,-14.0,9.0,-17.0,-20.0,10.0,1.0,-10.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
797,10.0,10.0,-5.0,-27.0,4.0,19.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
798,10.0,26.0,26.0,15.0,11.0,21.0,11.0,10.0,0.0,-1.0,0.0,0.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
799,-9.0,-12.0,13.0,18.0,-20.0,14.0,-5.0,10.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0
800,2.0,10.0,3.0,10.0,7.0,-1.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
801,13.0,-10.0,-18.0,8.0,9.0,-7.0,-2.0,25.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
802,-22.0,-21.0,-2.0,12.0,6.0,-5.0,-15.0,-17.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,1.0,0.0,3.0
803,0.0,-18.0,-13.0,0.0,3.0,-11.0,10.0,-9.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0
804,-11.0,2.0,7.0,21.0,-6.0,-2.0,-13.0,-8.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
805,1.0,2.0,-1.0,1.0,-5.0,14.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
806,15.0,26.0,-2.0,-2.0,21.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
807,12.0,8.0,26.0,36.0,8.0,23.0,8.0,17.0,0.0,-1.0,0.0,0.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0
808,-18.0,-21.0,-22.0,24.0,-1.0,-25.0,-14.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
809,13.0,16.0,-6.0,-14.0,-19.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,2.0,1.0
810,15.0,10.0,-5.0,-27.0,4.0,14.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,6.0
811,13.0,-15.0,13.0,-9.0,-7.0,12.0,-10.0,-5.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0
812,10.0,-6.0,31.0,0.0,17.0,14.0,-2.0,13.0,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
813,-7.0,-4.0,1.0,3.0,-4.0,-6.0,-13.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
814,1.0,-4.0,-8.0,4.0,-24.0,-3.0,13.0,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
815,16.0,16.0,20.0,-20.0,18.0,-2.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
816,17.0,18.0,9.0,-1.0,11.0,3.0,-2.0,13.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
817,8.0,2.0,3.0,-22.0,22.0,-14.0,-9.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-2.0,2.0,-1.0,-2.0,0.0,0.0,0.0,2.0,1.0
818,-6.0,2.0,5.0,18.0,10.0,-20.0,-11.0,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0
819,11.0,2.0,-4.0,36.0,3.0,-13.0,-1.0,22.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
820,18.0,24.0,7.0,-7.0,13.0,0.0,7.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
821,-15.0,-16.0,4.0,34.0,13.0,3.0,-15.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
822,10.0,5.0,8.0,-4.0,7.0,-8.0,-6.0,-7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
823,-27.0,-18.0,-19.0,15.0,-31.0,8.0,-4.0,-13.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
824,2.0,15.0,0.0,12.0,-19.0,-24.0,-25.0,-18.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
825,-13.0,-9.0,-13.0,-8.0,-9.0,11.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,4.0
826,-15.0,-10.0,-10.0,-17.0,-1.0,14.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0
827,8.0,5.0,33.0,-17.0,30.0,24.0,5.0,18.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
828,-8.0,-2.0,-3.0,22.0,-22.0,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
829,10.0,12.0,-5.0,-3.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
830,-9.0,-9.0,-1.0,-1.0,3.0,-10.0,1.0,8.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
831,-2.0,-4.0,-25.0,9.0,-13.0,10.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
832,-22.0,12.0,-10.0,19.0,4.0,-8.0,9.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
833,7.0,6.0,14.0,2.0,-1.0,0.0,-3.0,13.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
834,-3.0,7.0,3.0,9.0,4.0,-13.0,-2.0,-15.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
835,-17.0,-22.0,-8.0,8.0,-18.0,14.0,-3.0,22.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
836,4.0,-20.0,4.0,-12.0,-5.0,17.0,-7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
837,1.0,-1.0,-13.0,-12.0,18.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,2.0
838,-5.0,-13.0,4.0,11.0,13.0,-10.0,-10.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,1.0,3.0,0.0
839,-12.0,-2.0,-1.0,6.0,-20.0,-4.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
840,10.0,-2.0,-5.0,-3.0,12.0,-7.0,-8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
841,5.0,4.0,22.0,-11.0,13.0,27.0,-9.0,25.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,5.0,2.0
842,15.0,16.0,26.0,18.0,17.0,22.0,8.0,20.0,0.0,-1.0,0.0,0.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
843,-4.0,-25.0,-27.0,8.0,-26.0,5.0,-1.0,-12.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
844,2.0,3.0,-5.0,-13.0,7.0,-5.0,-1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
845,4.0,8.0,8.0,37.0,-9.0,21.0,8.0,17.0,0.0,0.0,0.0,0.0,-2.0,1.0,-2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
846,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
847,-2.0,-17.0,-17.0,24.0,-19.0,13.0,12.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
848,-17.0,-4.0,-11.0,-10.0,-8.0,4.0,-2.0,-21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
849,-2.0,-11.0,-16.0,-13.0,-21.0,-45.0,-33.0,-35.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0
850,0.0,-10.0,-13.0,0.0,-13.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
851,-5.0,2.0,25.0,-14.0,9.0,34.0,13.0,-5.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,2.0,0.0
852,30.0,-11.0,17.0,-1.0,-10.0,25.0,-10.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
853,-23.0,-30.0,-8.0,-5.0,-10.0,-3.0,-9.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,-6.0,14.0,-15.0,0.0,-3.0,-1.0,3.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
855,22.0,7.0,11.0,-6.0,17.0,14.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
856,0.0,1.0,21.0,14.0,-3.0,18.0,-8.0,13.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
857,8.0,1.0,-4.0,2.0,-5.0,-4.0,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
858,-3.0,7.0,-2.0,-8.0,8.0,-14.0,-2.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
859,-4.0,13.0,3.0,-3.0,-3.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
860,-14.0,-1.0,-14.0,-18.0,21.0,-21.0,-13.0,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2.0
861,8.0,13.0,5.0,16.0,15.0,17.0,-1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,3.0
862,11.0,10.0,13.0,-9.0,9.0,-4.0,-5.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
863,0.0,-15.0,-42.0,16.0,-26.0,-20.0,3.0,-30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,2.0
864,-7.0,-6.0,-14.0,-2.0,1.0,0.0,3.0,-13.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
865,17.0,20.0,19.0,-19.0,18.0,-2.0,8.0,8.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
866,14.0,-8.0,0.0,10.0,-18.0,14.0,-7.0,10.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
867,-7.0,-6.0,3.0,19.0,-6.0,1.0,12.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
868,7.0,16.0,-10.0,8.0,-8.0,-5.0,-10.0,-5.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
869,8.0,-1.0,1.0,-3.0,-2.0,-13.0,-12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,7.0,22.0,-7.0,-8.0,-6.0,23.0,15.0,15.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,3.0,0.0
871,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
872,-22.0,-14.0,-19.0,-20.0,-9.0,-17.0,-11.0,-14.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,3.0
873,6.0,-13.0,-30.0,16.0,9.0,-24.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
874,13.0,1.0,-16.0,-2.0,18.0,1.0,-6.0,15.0,1.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
875,-26.0,-19.0,-16.0,1.0,-33.0,-13.0,-2.0,-14.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
876,-15.0,-12.0,-4.0,3.0,0.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
877,-2.0,17.0,23.0,12.0,15.0,18.0,-10.0,18.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
878,10.0,-4.0,11.0,0.0,0.0,-6.0,-7.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
879,-4.0,24.0,25.0,-11.0,4.0,9.0,3.0,-18.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0
880,18.0,13.0,11.0,-17.0,18.0,-4.0,3.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
